date,dominant
2019-09-10,M2001
2019-09-11,M2001
2019-09-12,M2001
2019-09-16,M2001
2019-09-17,M2001
2019-09-18,M2001
2019-09-19,M2001
2019-09-20,M2001
2019-09-23,M2001
2019-09-24,M2001
2019-09-25,M2001
2019-09-26,M2001
2019-09-27,M2001
2019-09-30,M2001
2019-10-08,M2001
2019-10-09,M2001
2019-10-10,M2001
2019-10-11,M2001
2019-10-14,M2001
2019-10-15,M2001
2019-10-16,M2001
2019-10-17,M2001
2019-10-18,M2001
2019-10-21,M2001
2019-10-22,M2001
2019-10-23,M2001
2019-10-24,M2001
2019-10-25,M2001
2019-10-28,M2001
2019-10-29,M2001
2019-10-30,M2001
2019-10-31,M2001
2019-11-01,M2001
2019-11-04,M2001
2019-11-05,M2005
2019-11-06,M2005
2019-11-07,M2005
2019-11-08,M2005
2019-11-11,M2005
2019-11-12,M2005
2019-11-13,M2005
2019-11-14,M2005
2019-11-15,M2005
2019-11-18,M2005
2019-11-19,M2005
2019-11-20,M2005
2019-11-21,M2005
2019-11-22,M2005
2019-11-25,M2005
2019-11-26,M2005
2019-11-27,M2005
2019-11-28,M2005
2019-11-29,M2005
2019-12-02,M2005
2019-12-03,M2005
2019-12-04,M2005
2019-12-05,M2005
2019-12-06,M2005
2019-12-09,M2005
2019-12-10,M2005
2019-12-11,M2005
2019-12-12,M2005
2019-12-13,M2005
2019-12-16,M2005
2019-12-17,M2005
2019-12-18,M2005
2019-12-19,M2005
2019-12-20,M2005
2019-12-23,M2005
2019-12-24,M2005
2019-12-25,M2005
2019-12-26,M2005
2019-12-27,M2005
2019-12-30,M2005
2019-12-31,M2005
2020-01-02,M2005
2020-01-03,M2005
2020-01-06,M2005
2020-01-07,M2005
2020-01-08,M2005
2020-01-09,M2005
2020-01-10,M2005
2020-01-13,M2005
2020-01-14,M2005
2020-01-15,M2005
2020-01-16,M2005
2020-01-17,M2005
2020-01-20,M2005
2020-01-21,M2005
2020-01-22,M2005
2020-01-23,M2005
2020-02-03,M2005
2020-02-04,M2005
2020-02-05,M2005
2020-02-06,M2005
2020-02-07,M2005
2020-02-10,M2005
2020-02-11,M2005
2020-02-12,M2005
2020-02-13,M2005
2020-02-14,M2005
2020-02-17,M2005
2020-02-18,M2005
2020-02-19,M2005
2020-02-20,M2005
2020-02-21,M2005
2020-02-24,M2005
2020-02-25,M2005
2020-02-26,M2005
2020-02-27,M2005
2020-02-28,M2005
2020-03-02,M2005
2020-03-03,M2005
2020-03-04,M2009
2020-03-05,M2009
2020-03-06,M2009
2020-03-09,M2009
2020-03-10,M2009
2020-03-11,M2009
2020-03-12,M2009
2020-03-13,M2009
2020-03-16,M2009
2020-03-17,M2009
2020-03-18,M2009
2020-03-19,M2009
2020-03-20,M2009
2020-03-23,M2009
2020-03-24,M2009
2020-03-25,M2009
2020-03-26,M2009
2020-03-27,M2009
2020-03-30,M2009
2020-03-31,M2009
2020-04-01,M2009
2020-04-02,M2009
2020-04-03,M2009
2020-04-07,M2009
2020-04-08,M2009
2020-04-09,M2009
2020-04-10,M2009
2020-04-13,M2009
2020-04-14,M2009
2020-04-15,M2009
2020-04-16,M2009
2020-04-17,M2009
2020-04-20,M2009
2020-04-21,M2009
2020-04-22,M2009
2020-04-23,M2009
2020-04-24,M2009
2020-04-27,M2009
2020-04-28,M2009
2020-04-29,M2009
2020-04-30,M2009
2020-05-06,M2009
2020-05-07,M2009
2020-05-08,M2009
2020-05-11,M2009
2020-05-12,M2009
2020-05-13,M2009
2020-05-14,M2009
2020-05-15,M2009
2020-05-18,M2009
2020-05-19,M2009
2020-05-20,M2009
2020-05-21,M2009
2020-05-22,M2009
2020-05-25,M2009
2020-05-26,M2009
2020-05-27,M2009
2020-05-28,M2009
2020-05-29,M2009
2020-06-01,M2009
2020-06-02,M2009
2020-06-03,M2009
2020-06-04,M2009
2020-06-05,M2009
2020-06-08,M2009
2020-06-09,M2009
2020-06-10,M2009
2020-06-11,M2009
2020-06-12,M2009
2020-06-15,M2009
2020-06-16,M2009
2020-06-17,M2009
2020-06-18,M2009
2020-06-19,M2009
2020-06-22,M2009
2020-06-23,M2009
2020-06-24,M2009
2020-06-29,M2009
2020-06-30,M2009
2020-07-01,M2009
2020-07-02,M2009
2020-07-03,M2009
2020-07-06,M2009
2020-07-07,M2009
2020-07-08,M2009
2020-07-09,M2009
2020-07-10,M2009
2020-07-13,M2009
2020-07-14,M2009
2020-07-15,M2009
2020-07-16,M2009
2020-07-17,M2009
2020-07-20,M2009
2020-07-21,M2009
2020-07-22,M2009
2020-07-23,M2009
2020-07-24,M2009
2020-07-27,M2101
2020-07-28,M2101
2020-07-29,M2101
2020-07-30,M2101
2020-07-31,M2101
2020-08-03,M2101
2020-08-04,M2101
2020-08-05,M2101
2020-08-06,M2101
2020-08-07,M2101
2020-08-10,M2101
2020-08-11,M2101
2020-08-12,M2101
2020-08-13,M2101
2020-08-14,M2101
2020-08-17,M2101
2020-08-18,M2101
2020-08-19,M2101
2020-08-20,M2101
2020-08-21,M2101
2020-08-24,M2101
2020-08-25,M2101
2020-08-26,M2101
2020-08-27,M2101
2020-08-28,M2101
2020-08-31,M2101
2020-09-01,M2101
2020-09-02,M2101
2020-09-03,M2101
2020-09-04,M2101
2020-09-07,M2101
2020-09-08,M2101
2020-09-09,M2101
2020-09-10,M2101
2020-09-11,M2101
2020-09-14,M2101
2020-09-15,M2101
2020-09-16,M2101
2020-09-17,M2101
2020-09-18,M2101
2020-09-21,M2101
2020-09-22,M2101
2020-09-23,M2101
2020-09-24,M2101
2020-09-25,M2101
2020-09-28,M2101
2020-09-29,M2101
2020-09-30,M2101
2020-10-09,M2101
2020-10-12,M2101
2020-10-13,M2101
2020-10-14,M2101
2020-10-15,M2101
2020-10-16,M2101
2020-10-19,M2101
2020-10-20,M2101
2020-10-21,M2101
2020-10-22,M2101
2020-10-23,M2101
2020-10-26,M2101
2020-10-27,M2101
2020-10-28,M2101
2020-10-29,M2101
2020-10-30,M2101
2020-11-02,M2101
2020-11-03,M2101
2020-11-04,M2101
2020-11-05,M2101
2020-11-06,M2105
2020-11-09,M2105
2020-11-10,M2105
2020-11-11,M2105
2020-11-12,M2105
2020-11-13,M2105
2020-11-16,M2105
2020-11-17,M2105
2020-11-18,M2105
2020-11-19,M2105
2020-11-20,M2105
2020-11-23,M2105
2020-11-24,M2105
2020-11-25,M2105
2020-11-26,M2105
2020-11-27,M2105
2020-11-30,M2105
2020-12-01,M2105
2020-12-02,M2105
2020-12-03,M2105
2020-12-04,M2105
2020-12-07,M2105
2020-12-08,M2105
2020-12-09,M2105
2020-12-10,M2105
2020-12-11,M2105
2020-12-14,M2105
2020-12-15,M2105
2020-12-16,M2105
2020-12-17,M2105
2020-12-18,M2105
2020-12-21,M2105
2020-12-22,M2105
2020-12-23,M2105
2020-12-24,M2105
2020-12-25,M2105
2020-12-28,M2105
2020-12-29,M2105
2020-12-30,M2105
2020-12-31,M2105
2021-01-04,M2105
2021-01-05,M2105
2021-01-06,M2105
2021-01-07,M2105
2021-01-08,M2105
2021-01-11,M2105
2021-01-12,M2105
2021-01-13,M2105
2021-01-14,M2105
2021-01-15,M2105
2021-01-18,M2105
2021-01-19,M2105
2021-01-20,M2105
2021-01-21,M2105
2021-01-22,M2105
2021-01-25,M2105
2021-01-26,M2105
2021-01-27,M2105
2021-01-28,M2105
2021-01-29,M2105
2021-02-01,M2105
2021-02-02,M2105
2021-02-03,M2105
2021-02-04,M2105
2021-02-05,M2105
2021-02-08,M2105
2021-02-09,M2105
2021-02-10,M2105
2021-02-18,M2105
2021-02-19,M2105
2021-02-22,M2105
2021-02-23,M2105
2021-02-24,M2105
2021-02-25,M2105
2021-02-26,M2105
2021-03-01,M2105
2021-03-02,M2105
2021-03-03,M2105
2021-03-04,M2105
2021-03-05,M2105
2021-03-08,M2105
2021-03-09,M2105
2021-03-10,M2105
2021-03-11,M2105
2021-03-12,M2105
2021-03-15,M2105
2021-03-16,M2105
2021-03-17,M2109
2021-03-18,M2109
2021-03-19,M2109
2021-03-22,M2109
2021-03-23,M2109
2021-03-24,M2109
2021-03-25,M2109
2021-03-26,M2109
2021-03-29,M2109
2021-03-30,M2109
2021-03-31,M2109
2021-04-01,M2109
2021-04-02,M2109
2021-04-06,M2109
2021-04-07,M2109
2021-04-08,M2109
2021-04-09,M2109
2021-04-12,M2109
2021-04-13,M2109
2021-04-14,M2109
2021-04-15,M2109
2021-04-16,M2109
2021-04-19,M2109
2021-04-20,M2109
2021-04-21,M2109
2021-04-22,M2109
2021-04-23,M2109
2021-04-26,M2109
2021-04-27,M2109
2021-04-28,M2109
2021-04-29,M2109
2021-04-30,M2109
2021-05-06,M2109
2021-05-07,M2109
2021-05-10,M2109
2021-05-11,M2109
2021-05-12,M2109
2021-05-13,M2109
2021-05-14,M2109
2021-05-17,M2109
2021-05-18,M2109
2021-05-19,M2109
2021-05-20,M2109
2021-05-21,M2109
2021-05-24,M2109
2021-05-25,M2109
2021-05-26,M2109
2021-05-27,M2109
2021-05-28,M2109
2021-05-31,M2109
2021-06-01,M2109
2021-06-02,M2109
2021-06-03,M2109
2021-06-04,M2109
2021-06-07,M2109
2021-06-08,M2109
2021-06-09,M2109
2021-06-10,M2109
2021-06-11,M2109
2021-06-15,M2109
2021-06-16,M2109
2021-06-17,M2109
2021-06-18,M2109
2021-06-21,M2109
2021-06-22,M2109
2021-06-23,M2109
2021-06-24,M2109
2021-06-25,M2109
2021-06-28,M2109
2021-06-29,M2109
2021-06-30,M2109
2021-07-01,M2109
2021-07-02,M2109
2021-07-05,M2109
2021-07-06,M2109
2021-07-07,M2109
2021-07-08,M2109
2021-07-09,M2109
2021-07-12,M2109
2021-07-13,M2109
2021-07-14,M2109
2021-07-15,M2109
2021-07-16,M2109
2021-07-19,M2109
2021-07-20,M2109
2021-07-21,M2109
2021-07-22,M2109
2021-07-23,M2109
2021-07-26,M2109
2021-07-27,M2109
2021-07-28,M2109
2021-07-29,M2109
2021-07-30,M2109
2021-08-02,M2109
2021-08-03,M2109
2021-08-04,M2109
2021-08-05,M2109
2021-08-06,M2201
2021-08-09,M2201
2021-08-10,M2201
2021-08-11,M2201
2021-08-12,M2201
2021-08-13,M2201
2021-08-16,M2201
2021-08-17,M2201
2021-08-18,M2201
2021-08-19,M2201
2021-08-20,M2201
2021-08-23,M2201
2021-08-24,M2201
2021-08-25,M2201
2021-08-26,M2201
2021-08-27,M2201
2021-08-30,M2201
2021-08-31,M2201
2021-09-01,M2201
2021-09-02,M2201
2021-09-03,M2201
2021-09-06,M2201
2021-09-07,M2201
2021-09-08,M2201
2021-09-09,M2201
2021-09-10,M2201
2021-09-13,M2201
2021-09-14,M2201
2021-09-15,M2201
2021-09-16,M2201
2021-09-17,M2201
2021-09-22,M2201
2021-09-23,M2201
2021-09-24,M2201
2021-09-27,M2201
2021-09-28,M2201
2021-09-29,M2201
2021-09-30,M2201
2021-10-08,M2201
2021-10-11,M2201
2021-10-12,M2201
2021-10-13,M2201
2021-10-14,M2201
2021-10-15,M2201
2021-10-18,M2201
2021-10-19,M2201
2021-10-20,M2201
2021-10-21,M2201
2021-10-22,M2201
2021-10-25,M2201
2021-10-26,M2201
2021-10-27,M2201
2021-10-28,M2201
2021-10-29,M2201
2021-11-01,M2201
2021-11-02,M2201
2021-11-03,M2201
2021-11-04,M2201
2021-11-05,M2201
2021-11-08,M2201
2021-11-09,M2201
2021-11-10,M2201
2021-11-11,M2201
2021-11-12,M2201
2021-11-15,M2201
2021-11-16,M2201
2021-11-17,M2201
2021-11-18,M2201
2021-11-19,M2201
2021-11-22,M2201
2021-11-23,M2201
2021-11-24,M2201
2021-11-25,M2205
2021-11-26,M2205
2021-11-29,M2205
2021-11-30,M2205
2021-12-01,M2205
2021-12-02,M2205
2021-12-03,M2205
2021-12-06,M2205
2021-12-07,M2205
2021-12-08,M2205
2021-12-09,M2205
2021-12-10,M2205
2021-12-13,M2205
2021-12-14,M2205
2021-12-15,M2205
2021-12-16,M2205
2021-12-17,M2205
2021-12-20,M2205
2021-12-21,M2205
2021-12-22,M2205
2021-12-23,M2205
2021-12-24,M2205
2021-12-27,M2205
2021-12-28,M2205
2021-12-29,M2205
2021-12-30,M2205
2021-12-31,M2205
2022-01-04,M2205
2022-01-05,M2205
2022-01-06,M2205
2022-01-07,M2205
2022-01-10,M2205
2022-01-11,M2205
2022-01-12,M2205
2022-01-13,M2205
2022-01-14,M2205
2022-01-17,M2205
2022-01-18,M2205
2022-01-19,M2205
2022-01-20,M2205
2022-01-21,M2205
2022-01-24,M2205
2022-01-25,M2205
2022-01-26,M2205
2022-01-27,M2205
2022-01-28,M2205
2022-02-07,M2205
2022-02-08,M2205
2022-02-09,M2205
2022-02-10,M2205
2022-02-11,M2205
2022-02-14,M2205
2022-02-15,M2205
